ACRES_AG_1MI,ANIMAL_COUNT,COUNTYNAME,Lagoon,Operation,APP_RATE,Regulate_1,SOURCE,Status,WASTE_OUTPUT,X,Y,geometry
138,4800,Columbus,1,Barnhill Farms,32243,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-78.5306,34.1667,POINT (-78.53060000000001 34.1667)
592,1000,Columbus,1,John Blosser Swine Farm,1566,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,927000,-78.7533,34.1269,POINT (-78.7533 34.1269)
290,3552,Brunswick,1,Juniper Creek,2339,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,678432,-78.5112,34.1396,POINT (-78.5112 34.1396)
401,4000,Brunswick,1,"Carolina Bay Farms , LLC",31950,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-78.4239,34.124,POINT (-78.4239 34.124)
345,12800,Brunswick,3,"Broadwater Farms, Inc.",34393,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11865600,-78.1139,34.1119,POINT (-78.1139 34.1119)
866,9792,Columbus,2,Warren Miller Farm #1 & #2,10482,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,9077184,-78.7492,34.1111,POINT (-78.7492 34.1111)
650,5760,Brunswick,1,Tom Mintz Farm,8215,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-78.5225,34.1108,POINT (-78.52249999999999 34.1108)
428,6080,Brunswick,1,Robert Ward Farm,13169,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5636160,-78.1451,34.1002,POINT (-78.1451 34.1002)
291,2880,Brunswick,1,Howard Robinson,9174,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-78.1139,34.1208,POINT (-78.1139 34.1208)
276,2900,Brunswick,1,Funston Farms - Old & New,33655,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,9288700,-78.0403,34.1083,POINT (-78.0403 34.1083)
276,1710,Brunswick,1,Funston Farms - Old & New,5743,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1585170,-78.0403,34.1083,POINT (-78.0403 34.1083)
777,3500,Columbus,1,"Seawright Farms, Inc.",14428,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-78.74,34.11,POINT (-78.73999999999999 34.11)
507,6400,Brunswick,1,Bennie King,2411,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1222400,-78.4742,34.105,POINT (-78.4742 34.105)
404,4896,Columbus,1,Darrell Stocks Farm,11234,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-78.6833,34.06,POINT (-78.6833 34.06)
193,3750,Brunswick,1,Clemmons and Sons #2 (New-CM2),18012,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3476250,-78.2083,34.0669,POINT (-78.20829999999999 34.0669)
350,6400,Brunswick,1,"Bell Swamp Farms, Inc.",16951,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5932800,-78.1519,34.0971,POINT (-78.1519 34.0971)
113,3672,Brunswick,1,Clemmons & Son #1 (Old-CL1),30123,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3403944,-78.2133,34.0647,POINT (-78.2133 34.0647)
308,7344,Columbus,2,State Line Farm #1 & 2,22104,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,6807888,-78.7244,34.0078,POINT (-78.7244 34.0078)
406,110,Brunswick,1,W & W Farms,2839,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,1152580,-78.4972,33.9667,POINT (-78.49720000000001 33.9667)
599,4800,Gates,2,"Sarem Farms, Inc.",25667,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,15374400,-76.7856,36.475,POINT (-76.7856 36.475)
670,880,Gates,1,Byrum Farm,1218,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,815760,-76.6702,36.4924,POINT (-76.67019999999999 36.4924)
439,1446,Northampton,1,Farm 8532,10550,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4631538,-77.1353,36.4772,POINT (-77.1353 36.4772)
201,7000,Gates,1,George Lang Farm,6652,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1337000,-76.7072,36.4375,POINT (-76.7072 36.4375)
441,760,Pasquotank,2,L.E. Winslow & Son Farm,1598,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,704520,-76.3542,36.4236,POINT (-76.35420000000001 36.4236)
654,500,Northampton,2,Greg Taylor Farm,709,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,463500,-77.3289,36.4067,POINT (-77.3289 36.4067)
1122,3528,Northampton,2,DMJ Farm,2915,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3270456,-77.2694,36.4172,POINT (-77.2694 36.4172)
750,180,Gates,2,Paul Lilley Farm,46,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,34380,-76.7622,36.4175,POINT (-76.76220000000001 36.4175)
845,600,Northampton,1,Blue Rose 4,658,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,556200,-77.2731,36.3983,POINT (-77.2731 36.3983)
589,6445,Hertford,4,Farm 8525 & 8526,35048,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,20643335,-77.1048,36.3705,POINT (-77.1048 36.3705)
1066,3200,Gates,2,Indian Neck Hog & Poultry Farm,2783,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2966400,-76.7014,36.3661,POINT (-76.70140000000001 36.3661)
451,1100,Northampton,3,Nancy Wheeler Farm,2261,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1019700,-77.3356,36.3544,POINT (-77.3356 36.3544)
512,500,Northampton,1,Jenkins Farm,905,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,463500,-77.2773,36.3745,POINT (-77.2773 36.3745)
616,984,Northampton,2,Mike Lassiter Farm,1481,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,912168,-77.2647,36.3647,POINT (-77.2647 36.3647)
1026,560,Perquimans,1,Larry & Barbara Stallings Farm,506,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,519120,-76.4586,36.3536,POINT (-76.4586 36.3536)
643,8104,Northampton,2,Farms # 91 / 8091,11683,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7512408,-77.2514,36.3181,POINT (-77.2514 36.3181)
1410,1800,Perquimans,1,Douglas C. Baker Farm,1183,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1668600,-76.5197,36.3411,POINT (-76.5197 36.3411)
572,18600,Northampton,3,"Winnaway Farm - Sites 1, 2 & 3",6211,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,3552600,-77.3583,36.3306,POINT (-77.3583 36.3306)
586,3272,Hertford,2,Farm 31,17884,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,10480216,-77.1499,36.3053,POINT (-77.1499 36.3053)
1213,462,Chowan,2,Stallings Family Farm,1471,Swine - Gilts,NC Dept. of Environmental Quality,Active,1783782,-76.5708,36.3261,POINT (-76.57080000000001 36.3261)
540,3927,Northampton,2,Farm 37 / 8537,23293,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12578181,-77.3631,36.3122,POINT (-77.3631 36.3122)
448,1000,Northampton,2,DMJ Farms 2,2069,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,927000,-77.3264,36.3008,POINT (-77.32640000000001 36.3008)
478,2400,Hertford,2,Farm 40,16082,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-76.89,36.2867,POINT (-76.89 36.2867)
683,1776,Hertford,1,Brian Mitchell Farm,2410,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1646352,-76.75,36.2917,POINT (-76.75 36.2917)
1219,260,Chowan,1,Beaver Swamp Hog,41,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Expired,49660,-76.6056,36.2819,POINT (-76.6056 36.2819)
447,4000,Northampton,3,Plantation Sow Farm,28662,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-77.2178,36.2481,POINT (-77.2178 36.2481)
471,6544,Bertie,4,Farm 35 & 33,44502,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,20960432,-77.175,36.2417,POINT (-77.175 36.2417)
704,2664,Hertford,1,Lena Lowe Farm,3508,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2469528,-76.7289,36.2631,POINT (-76.7289 36.2631)
447,160,Northampton,3,Plantation Sow Farm,1382,Swine - Gilts,NC Dept. of Environmental Quality,Active,617760,-77.2178,36.2481,POINT (-77.2178 36.2481)
231,3552,Hertford,1,DBA Merritt Farms,14254,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3292704,-76.825,36.2583,POINT (-76.825 36.2583)
1234,1900,Chowan,3,Curtis Byrum Farm,1427,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1761300,-76.5833,36.2603,POINT (-76.58329999999999 36.2603)
1181,2000,Perquimans,2,Belvidere Farms,323,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,382000,-76.5542,36.2475,POINT (-76.55419999999999 36.2475)
1197,500,Pasquotank,1,Reid Pig Farm Inc,1338,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Expired,1601500,-76.2097,36.2503,POINT (-76.2097 36.2503)
1229,1400,Chowan,1,Billy R. Nixon Farm,1056,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1297800,-76.6164,36.2278,POINT (-76.6164 36.2278)
938,1000,Chowan,1,Michael Nixon Farm,988,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,927000,-76.6756,36.2153,POINT (-76.6756 36.2153)
1057,3077,Bertie,1,Kelford Hog Farm,2699,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2852379,-77.2486,36.1834,POINT (-77.2486 36.1834)
686,3528,Bertie,2,Tri G Farms,4767,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3270456,-77.06,36.1433,POINT (-77.06 36.1433)
342,1096,Bertie,1,Tri-G3 Farm,2971,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1015992,-77.0379,36.1447,POINT (-77.03789999999999 36.1447)
1336,6216,Chowan,1,A.J. Smith & Sons Inc,4313,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5762232,-76.6325,36.1225,POINT (-76.63249999999999 36.1225)
1063,280,Perquimans,4,John Hobbs Farm,50,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,53480,-76.4794,36.1089,POINT (-76.4794 36.1089)
371,4160,Bertie,3,Republican Sow Farm,35915,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,13324480,-77.0267,36.0786,POINT (-77.02670000000001 36.0786)
591,11520,Bertie,2,Indian Woods,18069,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10679040,-77.1403,35.9903,POINT (-77.1403 35.9903)
1149,59000,Washington,3,Somerset Farm,47601,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,54693000,-76.5358,35.8889,POINT (-76.53579999999999 35.8889)
927,1764,Edgecombe,2,Creekside Farm,7347,Swine - Gilts,NC Dept. of Environmental Quality,Active,6810804,-77.3781,35.8889,POINT (-77.3781 35.8889)
676,531,Martin,2,Williamston Boar Stud Farm,3033,Swine - Boar/Stud,NC Dept. of Environmental Quality,Active,2050191,-77.1385,35.8783,POINT (-77.13849999999999 35.8783)
955,2150,Edgecombe,2,Blount Bros. Farm,7211,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,6886450,-77.3694,35.8597,POINT (-77.3694 35.8597)
1138,200,Washington,1,Tidewater Research Station 2,1841,Swine - Farrow to Finish,NC Dept. of Environmental Quality,Active,2095600,-76.6583,35.8544,POINT (-76.6583 35.8544)
1386,7924,Tyrrell,4,New Colony Sow Farm,18312,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,25380572,-76.3217,35.827,POINT (-76.32170000000001 35.827)
1018,606,Martin,2,Robersonville Boar Stud Farm,2298,Swine - Boar/Stud,NC Dept. of Environmental Quality,Active,2339766,-77.2217,35.8369,POINT (-77.2217 35.8369)
1700,2400,Washington,4,Joshua Spear  Farm,1309,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Expired,2224800,-76.4611,35.8367,POINT (-76.4611 35.8367)
1386,2089,Tyrrell,4,New Colony Sow Farm,5819,Swine - Gilts,NC Dept. of Environmental Quality,Active,8065629,-76.3217,35.827,POINT (-76.32170000000001 35.827)
1179,1119,Washington,3,Coles Farms Inc.- North Pork,3040,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,3584157,-76.5947,35.8161,POINT (-76.5947 35.8161)
1386,600,Tyrrell,4,New Colony Sow Farm,83,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,114600,-76.3217,35.827,POINT (-76.32170000000001 35.827)
790,1446,Pitt,1,Summitt Sow Farm,5863,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,4631538,-77.3451,35.756,POINT (-77.3451 35.756)
800,2400,Pitt,1,G.I.S. of North Carolina,9609,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7687200,-77.2855,35.7448,POINT (-77.2855 35.7448)
1846,12000,Beaufort,4,"L.H. Allen & Son, Inc. - Finishing",6026,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,11124000,-76.6518,35.6666,POINT (-76.65179999999999 35.6666)
1846,3500,Beaufort,4,"L.H. Allen & Son, Inc. - Finishing",362,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,668500,-76.6518,35.6666,POINT (-76.65179999999999 35.6666)
1171,900,Hyde,0,Rodlee Pork Inc.,712,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,834300,-76.5817,35.6582,POINT (-76.5817 35.6582)
1872,2065,Beaufort,4,James Allen Hog Farm,4259,Swine - Gilts,NC Dept. of Environmental Quality,Active,7972965,-76.6392,35.6401,POINT (-76.6392 35.6401)
1876,1760,Beaufort,2,Benson Farms Inc (off-site farm),179,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,336160,-76.7136,35.6193,POINT (-76.7136 35.6193)
874,2686,Beaufort,7,"J. L. M. Pantego Farms, LLC",9844,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,8603258,-76.6885,35.5884,POINT (-76.6885 35.5884)
1221,3900,Beaufort,4,Beech Ridge Pork Farm Inc,10231,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12491700,-76.6133,35.58,POINT (-76.6133 35.58)
739,3099,Pitt,1,Sam Worthington Farm,3254,Swine - Wean to Finish,NC Dept. of Environmental Quality,Active,2404824,-77.2147,35.5717,POINT (-77.21469999999999 35.5717)
1205,1600,Pitt,1,Woodcliff Sow Farm,4253,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,5124800,-77.2448,35.5368,POINT (-77.2448 35.5368)
813,8640,Pitt,1,Four Oaks,9852,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8009280,-77.1774,35.5471,POINT (-77.17740000000001 35.5471)
738,4000,Pitt,2,Rosewood I,1035,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,764000,-77.2186,35.5578,POINT (-77.2186 35.5578)
1128,2893,Pitt,1,High Ridge Farms,8215,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,9266279,-77.2654,35.5133,POINT (-77.2654 35.5133)
649,5760,Pitt,1,Green Leaf Farm,8227,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5339520,-77.1701,35.5407,POINT (-77.17010000000001 35.5407)
1258,6000,Pitt,1,Cloverdale Farm,4421,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,5562000,-77.2505,35.5212,POINT (-77.2505 35.5212)
659,2893,Pitt,1,Fairwinds,14061,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,9266279,-77.1826,35.5356,POINT (-77.18259999999999 35.5356)
585,7920,Pitt,1,Foxwoods,12550,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,7341840,-77.1748,35.5283,POINT (-77.1748 35.5283)
379,8640,Beaufort,2,"Ted and Jack Allen, Inc. # 2",21133,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,8009280,-77.1323,35.4926,POINT (-77.1323 35.4926)
782,4339,Pitt,1,Southwoods,17772,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,13897817,-77.1858,35.525,POINT (-77.1858 35.525)
960,1309,Beaufort,4,Four Beez Sow Farm,4367,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Expired,4192727,-76.7,35.4847,POINT (-76.7 35.4847)
833,1760,Pitt,1,Dick Mills & Son Farm II,1959,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1631520,-77.3252,35.471,POINT (-77.3252 35.471)
337,4896,Pitt,2,Ephraigm Smith Farm,13468,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.2803,35.4757,POINT (-77.2803 35.4757)
500,2880,Pitt,1,M & J Farm 1,5340,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-77.2458,35.4628,POINT (-77.2458 35.4628)
833,1760,Pitt,1,Dick Mills & Son Farm II,1959,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1631520,-77.3252,35.471,POINT (-77.3252 35.471)
542,4800,Pitt,1,Wayne Buck Farm,8210,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-77.2933,35.4686,POINT (-77.2933 35.4686)
500,2880,Pitt,1,M & J Farm 1,5340,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2669760,-77.2458,35.4628,POINT (-77.2458 35.4628)
499,4000,Beaufort,3,Vanguard Farms Inc,25675,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,12812000,-77.1284,35.4431,POINT (-77.1284 35.4431)
499,160,Beaufort,3,Vanguard Farms Inc,1238,Swine - Gilts,NC Dept. of Environmental Quality,Active,617760,-77.1284,35.4431,POINT (-77.1284 35.4431)
379,3800,Pitt,1,Swift Creek Farm,1915,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,725800,-77.2986,35.4392,POINT (-77.29859999999999 35.4392)
429,4800,Pitt,1,Keene Farm,10372,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4449600,-77.2549,35.443,POINT (-77.25490000000001 35.443)
281,4896,Pitt,1,G&H Hog Farm,16152,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,4538592,-77.2398,35.4454,POINT (-77.2398 35.4454)
669,4160,Beaufort,3,Hodges Sow Farm,19917,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,13324480,-77.0333,35.425,POINT (-77.0333 35.425)
439,3840,Pitt,1,Dick Mills and Son Farm,8109,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3559680,-77.3574,35.4213,POINT (-77.3574 35.4213)
205,722,Pitt,1,Windy Pines Farm,11281,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,2312566,-77.3157,35.4253,POINT (-77.31570000000001 35.4253)
768,8299,Pitt,2,Hwy 43 Farm,2064,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1585109,-77.2619,35.4209,POINT (-77.2619 35.4209)
314,824,Pitt,2,Louis Thomas Tyson Farm,2433,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Expired,763848,-77.3254,35.4074,POINT (-77.3254 35.4074)
522,1188,Pitt,2,Ben Gardner Farm,8787,Swine - Gilts,NC Dept. of Environmental Quality,Active,4586868,-77.2974,35.4028,POINT (-77.2974 35.4028)
716,3840,Pitt,1,Shayne Koehn Farm,1024,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-77.2554,35.4106,POINT (-77.25539999999999 35.4106)
254,4250,Pitt,1,Marion Hill Farm,15511,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,3939750,-77.2205,35.4054,POINT (-77.2205 35.4054)
330,2245,Beaufort,2,J.L.M. Wilmar Farms LLC,21790,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,7190735,-77.1127,35.3845,POINT (-77.1127 35.3845)
726,11225,Pitt,5,Cullen Glenn Haddock Farm,14333,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,10405575,-77.3506,35.3994,POINT (-77.3506 35.3994)
380,1815,Pitt,1,Lamur Buck Sow Farm,912,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,346665,-77.3156,35.4006,POINT (-77.3156 35.4006)
906,3200,Craven,1,Creekside Farms,675,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,611200,-77.2927,35.3762,POINT (-77.2927 35.3762)
1016,2448,Craven,1,David Stocks Farm LLC,2234,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,2269296,-77.3024,35.3701,POINT (-77.30240000000001 35.3701)
285,2993,Craven,0,"Sand Ridge Farms, Inc",33637,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,9586579,-77.1038,35.3661,POINT (-77.10380000000001 35.3661)
1096,8000,Pitt,1,S&K Swine Inc,1394,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,1528000,-77.318,35.3666,POINT (-77.318 35.3666)
1022,3840,Craven,1,Countryside Farm,718,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,733440,-77.279,35.3595,POINT (-77.279 35.3595)
775,5200,Craven,2,"Shady Branch Farms, LLC Palmetto",1282,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.1437,35.3577,POINT (-77.1437 35.3577)
645,1500,Craven,1,Sammy Lane Farm,2156,Swine - Feeder to Finish,NC Dept. of Environmental Quality,Active,1390500,-77.3507,35.3179,POINT (-77.3507 35.3179)
373,3500,Craven,1,Oakwood Sow Farm,30055,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,11210500,-77.2336,35.3139,POINT (-77.2336 35.3139)
546,5200,Craven,2,"Shady Branch Farms, LLC Maul Swamp",1819,Swine - Wean to Feeder,NC Dept. of Environmental Quality,Active,993200,-77.1101,35.3354,POINT (-77.1101 35.3354)
170,4340,Beaufort,2,Wildwood Farm,81771,Swine - Farrow to Wean,NC Dept. of Environmental Quality,Active,13901020,-76.9392,35.3141,POINT (-76.9392 35.3141)
